100;0.000431
500;0.002207
1000;0.003801
1500;0.005677
2000;0.014020
2500;0.013580
3000;0.011437
3500;0.021782
4000;0.015155
4500;0.018708
5000;0.028015
5500;0.024936
6000;0.050794
6500;0.030419
7000;0.037191
7500;0.028565
8000;0.030435
8500;0.035757
9000;0.035616
9500;0.037623
10000;0.041733
10500;0.113480
11000;0.041756
11500;0.045711
12000;0.045719
12500;0.047780
13000;0.050367
13500;0.051230
14000;0.052956
14500;0.067090
15000;0.057000
15500;0.058695
16000;0.061147
16500;0.062496
17000;0.067770
17500;0.067287
18000;0.068372
18500;0.070447
19000;0.072853
19500;0.076237
20000;0.075713
20500;0.077843
21000;0.079403
21500;0.081279
22000;0.085770
22500;0.086150
23000;0.087279
23500;0.096286
24000;0.091248
24500;0.093179
25000;0.095416
25500;0.096650
26000;0.098285
26500;0.100772
27000;0.102531
27500;0.103883
28000;0.106179
28500;0.111844
29000;0.110775
29500;0.118482
30000;0.115600
30500;0.116571
31000;0.119544
31500;0.119703
32000;0.121684
32500;0.123358
33000;0.125410
33500;0.127368
34000;0.145479
34500;0.137506
35000;0.133334
35500;0.136012
36000;0.137741
36500;0.140599
37000;0.142163
37500;0.141820
38000;0.150144
38500;0.152958
39000;0.148720
39500;0.150555
40000;0.151141
40500;0.154290
41000;0.156322
41500;0.159427
42000;0.162977
42500;0.172101
43000;0.163020
43500;0.164814
44000;0.169941
44500;0.169414
45000;0.170952
45500;0.172455
46000;0.175334
46500;0.176700
47000;0.179278
47500;0.195455
48000;0.206317
48500;0.192677
49000;0.186768
49500;0.188864
50000;0.191370
50500;0.191300
51000;0.193651
51500;0.195341
52000;0.197913
52500;0.206031
53000;0.203007
53500;0.203039
54000;0.206247
54500;0.207531
55000;0.209961
55500;0.210421
56000;0.212781
56500;0.215897
57000;0.215938
57500;0.218907
58000;0.225048
58500;0.228034
59000;0.223821
59500;0.225359
60000;0.227389
60500;0.228994
61000;0.238553
61500;0.233228
62000;0.239589
62500;0.236603
63000;0.241323
63500;0.244941
64000;0.241832
64500;0.245861
65000;0.245767
65500;0.249099
66000;0.249950
66500;0.251680
67000;0.253793
67500;0.257133
68000;0.258191
68500;0.302047
69000;0.261065
69500;0.262996
70000;0.266595
70500;0.266530
71000;0.275893
71500;0.270564
72000;0.272215
72500;0.274731
73000;0.282915
73500;0.278276
74000;0.282435
74500;0.282438
75000;0.291765
75500;0.287431
76000;0.289461
76500;0.294660
77000;0.291468
77500;0.295137
78000;0.297883
78500;0.297730
79000;0.299811
79500;0.309330
80000;0.306815
80500;0.306116
81000;0.309054
81500;0.310315
82000;0.311534
82500;0.313658
83000;0.356095
83500;0.319337
84000;0.320563
84500;0.323831
85000;0.323805
85500;0.329828
86000;0.326200
86500;0.333621
87000;0.329491
87500;0.332276
88000;0.334342
88500;0.336400
89000;0.341123
89500;0.340319
90000;0.342585
90500;0.343896
91000;0.362436
91500;0.365575
92000;0.349956
92500;0.350613
93000;0.355139
93500;0.356949
94000;0.377861
94500;0.369596
95000;0.429872
95500;0.370672
96000;0.364992
96500;0.365913
97000;0.400730
97500;0.391779
98000;0.372128
98500;0.396444
99000;0.376287
99500;0.378556
100000;0.381926
