100;0.907053
500;0.935093
1000;0.929367
1500;0.895259
2000;0.893707
2500;1.021066
3000;0.892805
3500;0.968259
4000;0.948594
4500;0.974993
5000;0.993338
5500;1.016868
6000;1.023286
6500;1.034312
7000;1.068366
7500;1.213146
8000;1.062292
8500;1.046460
9000;1.068415
9500;1.111802
10000;1.072312
10500;1.495602
11000;1.170548
11500;1.263420
12000;1.216968
12500;1.129665
13000;1.142304
13500;1.148181
14000;1.165687
14500;1.175139
15000;1.250186
15500;1.223368
16000;1.229133
16500;1.212768
17000;1.232851
17500;1.290447
18000;1.367218
18500;1.280293
19000;1.488516
19500;1.411431
20000;1.324825
20500;1.333940
21000;1.338179
21500;1.369224
22000;1.378024
22500;1.408936
23000;1.389735
23500;1.515483
24000;1.443690
24500;1.418900
25000;1.525679
